bridging-capital-weight,innovation-diffusion-rate,policy-effectiveness,cultural-diffusion-rate,Obj_Innov_Neg,Obj_Div_Neg,Obj_Gini,Generation
0.6964691855978616,0.0572278669900759,0.2268514535642031,0.2756573845414456,-361844.77567381895,-0.8808918386004714,0.16767205294182172,1
0.48093190148436094,0.0784235036388301,0.3431780161508694,0.3645248536920208,-333485.26593921037,-0.6556420550366074,0.161655631711115,1
0.18249173045349998,0.03509035122949851,0.5315513738418384,0.26591379354843303,-292023.31757214904,-0.7748127900396224,0.16381457798060697,1
0.4308627633296438,0.09873701953006125,0.425830290295828,0.15613061148623264,-119100.48542618753,-0.8388276421609686,0.150553842723663,1
0.6030601284109274,0.10901360129329299,0.3427638337743084,0.15206039451359205,-461343.1479872472,-0.9130754699118614,0.17179992289736798,1
0.31876642638187636,0.13839405910636393,0.5543832497177721,0.1944752870615723,-282923.0880416395,-0.8339998438744236,0.15839821334561643,1
0.9251324896139861,0.16833399938254326,0.35739756668317624,0.021795731899520276,-74837.43576253467,-0.9730684414766276,0.16435625728813802,1
0.8544524875245048,0.07696756225515222,0.31678789711837974,0.17713233779583926,-279437.8318449698,-0.8989336230452243,0.15564434159914184,1
0.17108182920509907,0.1658225269003781,0.3386708459143266,0.27618503764703656,-299937.5462982222,-0.767170602449466,0.15496988605960174,1
0.6006985678335899,0.17317289166065294,0.9835216092035556,0.03968289518900786,-207628.27733812286,-0.9505067256356833,0.15131350610039676,1
0.4382143843772247,0.1530192190478613,0.5656420012258828,0.0424520815959088,-268787.65233234316,-0.9415892872301245,0.1550928728932549,1
0.5622183787309056,0.024448709926501014,0.20139950138137086,0.40582217414201077,-319654.4560144175,-0.7070199047922799,0.16554556866088485,1
0.9319321480766781,0.11643509182917403,0.20609572744527416,0.3588787811397788,-383180.45756718615,-0.7155282379777987,0.16849636980423657,1
0.29371404638882936,0.12619522477089756,0.09210493994507518,0.21685058633976412,-284842.6313660775,-0.8474410481556992,0.17104586474931452,1
0.4679875740567494,0.16158764189672203,0.007426378544613033,0.27579636299120275,-388668.820603635,-0.8162592797223228,0.18476087471308833,1
0.9019113726606706,0.19672617698234465,0.2575420641540831,0.28217952146239084,-273686.26167009614,-0.7762812084388356,0.1669248806473085,1
0.6693137829622723,0.11718731051244258,0.6249035020955999,0.3373445254939124,-285649.60881686705,-0.7251059924473718,0.15912077675140923,1
0.32198060646830806,0.13231286733324873,0.8465062252707221,0.2766286723983567,-275793.48511214345,-0.7526982990168776,0.16806264576083454,1
0.45741199752361195,0.1507051981596229,0.7418621518420373,0.024289516422134394,-196003.60379820134,-0.9405444421349239,0.15321566915693324,1
0.5826710878614046,0.16296874057868194,0.33706638344761,0.46378828978769476,-156183.4818373086,-0.7474150969897849,0.15256837575370188,1
0.8593890756806114,0.1643008226401116,0.9098716596102089,0.06431559875469,-149190.147952251,-0.9464829239969988,0.15391859904169414,1
